date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note
25.03.2021,-20000,Karetní transakce,"","Nákup: FACEBK *8KCDX2P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.3.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *8KCDX2P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.3.2021, částka  20000.00 CZK"
24.03.2021,-1290.5,Bezhotovostní platba,"","zlínský, výlep plakátů",308,155,,"zlínský, výlep plakátů"
24.03.2021,-18150,Bezhotovostní platba,"","praha, roznos novin",308,21018,,"praha, roznos novin"
24.03.2021,-510,Bezhotovostní platba,"","královéhradecký, výlep plakátů",308,1210035,20048,"královéhradecký, výlep plakátů"
24.03.2021,-14400,Bezhotovostní platba,"","olomoucký, pronájem rekl. nosičů",308,210005,,"olomoucký, pronájem rekl. nosičů"
23.03.2021,-11289.57,Karetní transakce,"","Nákup: FACEBK *RYSGWYNZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.3.2021, částka  11289.57 CZK",,3344,,"Nákup: FACEBK *RYSGWYNZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.3.2021, částka  11289.57 CZK"
20.03.2021,-11923.72,Karetní transakce,"","Nákup: FACEBK *8Z4953KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.3.2021, částka  11923.72 CZK",,3344,,"Nákup: FACEBK *8Z4953KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.3.2021, částka  11923.72 CZK"
16.03.2021,-879.93,Karetní transakce,"","Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.3.2021, částka  39.00 USD",,3344,,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.3.2021, částka  39.00 USD"
15.03.2021,-20000,Karetní transakce,"","Nákup: FACEBK *YUQAH3T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.3.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *YUQAH3T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.3.2021, částka  20000.00 CZK"
11.03.2021,-35241.25,Bezhotovostní platba,"","jihomoravský, billboardy",308,2120038,,"jihomoravský, billboardy"
11.03.2021,-30250,Bezhotovostní platba,"","ústecký, billboardy",308,2021023,,"ústecký, billboardy"
11.03.2021,-30569.44,Bezhotovostní platba,"","olomoucký, pronájem reklamní plochy",308,102021,,"olomoucký, pronájem reklamní plochy"
11.03.2021,-158389,Bezhotovostní platba,"",pronájem reklamních panelů,308,4202101578,,pronájem reklamních panelů
11.03.2021,-47916,Bezhotovostní platba,"",plakáty,308,4212100392,,plakáty
11.03.2021,-53240,Bezhotovostní platba,"",plakáty,308,4212100401,,plakáty
11.03.2021,-83490,Bezhotovostní platba,"",mediální analýza,308,2117011,,mediální analýza
11.03.2021,-411400,Bezhotovostní platba,"",tisk a distribuce volebních novin,308,2117010,,tisk a distribuce volebních novin
11.03.2021,1e+06,Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,,,,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
10.03.2021,-20000,Karetní transakce,"","Nákup: FACEBK *7VCHC4X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.3.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *7VCHC4X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.3.2021, částka  20000.00 CZK"
06.03.2021,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 5.3.2021, částka  15000.00 CZK",,3344,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 5.3.2021, částka  15000.00 CZK"
05.03.2021,-20000,Karetní transakce,"","Nákup: FACEBK *3K9BV2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.3.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *3K9BV2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.3.2021, částka  20000.00 CZK"
03.03.2021,-159720,Bezhotovostní platba,"",pronájem rekl. panelů 9/21,308,330210005,,pronájem rekl. panelů 9/21
03.03.2021,-672276,Bezhotovostní platba,"",pronájem reklamních panelů,308,330210004,,pronájem reklamních panelů
03.03.2021,-3779151.8,Bezhotovostní platba,"",pronájem rekl. panelů 9/21,308,310210010,,pronájem rekl. panelů 9/21
03.03.2021,-1373719.6,Bezhotovostní platba,"",pronájem reklamních panelů,308,310210012,,pronájem reklamních panelů
03.03.2021,-20557,Bezhotovostní platba,"","olomoucký, výlep plakátů",308,102253,,"olomoucký, výlep plakátů"
03.03.2021,-14278,Platba převodem uvnitř banky,"","jihomoravský, billboard",308,182021,,"jihomoravský, billboard"
03.03.2021,-47492.5,Bezhotovostní platba,"","jihomoravský, billboardy",308,2120035,,"jihomoravský, billboardy"
03.03.2021,-5000,Bezhotovostní platba,"",fotografické práce,308,20210004,,fotografické práce
03.03.2021,-4840,Bezhotovostní platba,"","olomoucký, pronájem rekl. plochy",308,2104,,"olomoucký, pronájem rekl. plochy"
03.03.2021,-2904,Bezhotovostní platba,"","olomoucký, pronájem rekl. skříňky",308,2021000009,,"olomoucký, pronájem rekl. skříňky"
03.03.2021,-800,Bezhotovostní platba,"","olomoucký, pronájem vývěsné tabule",308,2021008,,"olomoucký, pronájem vývěsné tabule"
03.03.2021,-9680,Bezhotovostní platba,"","praha, výlep",308,21008,,"praha, výlep"
03.03.2021,-30008,Bezhotovostní platba,"","zlínský, reklamní kampaň",308,202100059,,"zlínský, reklamní kampaň"
03.03.2021,-183920,Bezhotovostní platba,"","plzeňský, pronájem rekl. ploch",308,21110169,,"plzeňský, pronájem rekl. ploch"
03.03.2021,-375,Bezhotovostní platba,"","plzeňský, výlep plakátů",308,8,,"plzeňský, výlep plakátů"
03.03.2021,-18513,Bezhotovostní platba,"","plzeňský, pronájem rekl. ploch",308,21110168,,"plzeňský, pronájem rekl. ploch"
03.03.2021,-18513,Bezhotovostní platba,"","plzeňský, BB polepy",308,21230029,,"plzeňský, BB polepy"
03.03.2021,6500000,Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,,,,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
02.03.2021,-20000,Karetní transakce,"","Nákup: FACEBK *MBS9F23AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.3.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *MBS9F23AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.3.2021, částka  20000.00 CZK"
26.02.2021,-20000,Karetní transakce,"","Nákup: FACEBK *5VJ4D37AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.2.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *5VJ4D37AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.2.2021, částka  20000.00 CZK"
23.02.2021,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.2.2021, částka  15000.00 CZK",,3344,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 22.2.2021, částka  15000.00 CZK"
23.02.2021,-20000,Karetní transakce,"","Nákup: FACEBK *FM3AZ2T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.2.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *FM3AZ2T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.2.2021, částka  20000.00 CZK"
20.02.2021,-6844.25,Karetní transakce,"","Nákup: FACEBK *MU9N737AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  6844.25 CZK",,3344,,"Nákup: FACEBK *MU9N737AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  6844.25 CZK"
20.02.2021,-20000,Karetní transakce,"","Nákup: FACEBK *E94M64TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.2.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *E94M64TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.2.2021, částka  20000.00 CZK"
17.02.2021,-1650900.4,Bezhotovostní platba,"",pronájem reklamních ploch 6/21,308,310210011,,pronájem reklamních ploch 6/21
17.02.2021,-1049826.2,Bezhotovostní platba,"",pronájem reklamních ploch 5/21,308,310210013,,pronájem reklamních ploch 5/21
17.02.2021,-133100,Bezhotovostní platba,"","plakáty, instalace",308,4212100274,,"plakáty, instalace"
17.02.2021,-47916,Bezhotovostní platba,"",plakáty,308,4212100269,,plakáty
17.02.2021,-18000,Bezhotovostní platba,"",fotoportréty na billboardy,308,2021002,,fotoportréty na billboardy
17.02.2021,-50003.25,Bezhotovostní platba,"",plakáty,308,210095,,plakáty
17.02.2021,-49065.5,Bezhotovostní platba,"",plakáty,308,210061,,plakáty
17.02.2021,3e+06,Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,,,,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
17.02.2021,-20000,Karetní transakce,"","Nákup: FACEBK *LPSB22P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.2.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *LPSB22P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.2.2021, částka  20000.00 CZK"
16.02.2021,-847.95,Karetní transakce,"","Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.2.2021, částka  39.00 USD",,3344,,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.2.2021, částka  39.00 USD"
15.02.2021,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 13.2.2021, částka  15000.00 CZK",,3344,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 13.2.2021, částka  15000.00 CZK"
15.02.2021,-20000,Karetní transakce,"","Nákup: FACEBK *2ZJVC2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.2.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *2ZJVC2PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.2.2021, částka  20000.00 CZK"
10.02.2021,-178415,Bezhotovostní platba,"",poradenské služby v marketingu,308,2021001,,poradenské služby v marketingu
10.02.2021,-695750,Bezhotovostní platba,"",mediální a on-line kampaň,308,21217005,,mediální a on-line kampaň
10.02.2021,-14867,Bezhotovostní platba,"","liberecký, výlepní plochy",308,102236,,"liberecký, výlepní plochy"
10.02.2021,-127050,Bezhotovostní platba,"","olomoucký, výlepní plochy BB",308,22021,,"olomoucký, výlepní plochy BB"
10.02.2021,-65920.8,Bezhotovostní platba,"","olomoucký, reklama MHD",308,42021,,"olomoucký, reklama MHD"
10.02.2021,-14913,Bezhotovostní platba,"","jihomoravský, prezentace v médiích",308,2021004,,"jihomoravský, prezentace v médiích"
10.02.2021,5e+05,Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,,,,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
08.02.2021,-20000,Karetní transakce,"","Nákup: FACEBK *KKTXUZ2AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.2.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *KKTXUZ2AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.2.2021, částka  20000.00 CZK"
04.02.2021,-178415,Bezhotovostní platba,"",poradenské služby v marketingu,,2021003,,poradenské služby v marketingu
04.02.2021,-20000,Karetní transakce,"","Nákup: FACEBK *7R49H3X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.2.2021, částka  20000.00 CZK",,3344,,"Nákup: FACEBK *7R49H3X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.2.2021, částka  20000.00 CZK"
01.02.2021,-20090.47,Karetní transakce,"","Nákup: FACEBK *SJTG22PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.1.2021, částka  20090.47 CZK",,3344,,"Nákup: FACEBK *SJTG22PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.1.2021, částka  20090.47 CZK"
28.01.2021,-1210,Bezhotovostní platba,"","zlínský, pronájem reklamní vitríny",308,12150037,,"zlínský, pronájem reklamní vitríny"
28.01.2021,-63869.85,Bezhotovostní platba,"","zlínský, pronájem rekl. panelů",308,4202100315,,"zlínský, pronájem rekl. panelů"
28.01.2021,-36408.9,Bezhotovostní platba,"","karlovarský, billboardy",308,4202100314,,"karlovarský, billboardy"
28.01.2021,-39556.11,Bezhotovostní platba,"","vysočina, pronájem rekl. panelů",308,4202100313,,"vysočina, pronájem rekl. panelů"
28.01.2021,-20081.2,Karetní transakce,"","Nákup: FACEBK *MYN8W3FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 27.1.2021, částka  20081.20 CZK",,3344,,"Nákup: FACEBK *MYN8W3FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 27.1.2021, částka  20081.20 CZK"
27.01.2021,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 26.1.2021, částka  15000.00 CZK",,3344,,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 26.1.2021, částka  15000.00 CZK"
20.01.2021,-726,Bezhotovostní platba,"",Olomoucký - pronájem rekl. plochy,308,1035000018,,Olomoucký - pronájem rekl. plochy
20.01.2021,-1486727,Bezhotovostní platba,"",pronájem reklamních panelů,308,310210001,,pronájem reklamních panelů
20.01.2021,3e+06,Platba převodem uvnitř banky,Svoboda a přímá demokracie (SPD),Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021,,,,Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021
